input,output,split
22 + 32 = ???,22 + 32 = 054,train
28 + 89 = ???,28 + 89 = 117,train
71 + 92 = ???,71 + 92 = 163,train
88 + 99 = ???,88 + 99 = 187,train
55 + 31 = ???,55 + 31 = 086,train
24 + 91 = ???,24 + 91 = 115,train
20 + 92 = ???,20 + 92 = 112,train
13 + 22 = ???,13 + 22 = 035,train
49 + 04 = ???,49 + 04 = 053,train
51 + 11 = ???,51 + 11 = 062,train
70 + 23 = ???,70 + 23 = 093,train
99 + 82 = ???,99 + 82 = 181,train
73 + 29 = ???,73 + 29 = 102,train
21 + 76 = ???,21 + 76 = 097,train
52 + 81 = ???,52 + 81 = 133,train
95 + 51 = ???,95 + 51 = 146,train
01 + 61 = ???,01 + 61 = 062,train
73 + 10 = ???,73 + 10 = 083,train
46 + 92 = ???,46 + 92 = 138,train
87 + 06 = ???,87 + 06 = 093,train
45 + 67 = ???,45 + 67 = 112,train
82 + 82 = ???,82 + 82 = 164,train
95 + 59 = ???,95 + 59 = 154,train
37 + 88 = ???,37 + 88 = 125,train
57 + 04 = ???,57 + 04 = 061,train
23 + 54 = ???,23 + 54 = 077,train
54 + 65 = ???,54 + 65 = 119,train
95 + 77 = ???,95 + 77 = 172,train
12 + 90 = ???,12 + 90 = 102,train
32 + 66 = ???,32 + 66 = 098,train
57 + 72 = ???,57 + 72 = 129,train
39 + 54 = ???,39 + 54 = 093,train
83 + 57 = ???,83 + 57 = 140,train
74 + 98 = ???,74 + 98 = 172,train
76 + 27 = ???,76 + 27 = 103,train
23 + 29 = ???,23 + 29 = 052,train
74 + 39 = ???,74 + 39 = 113,train
16 + 67 = ???,16 + 67 = 083,train
75 + 84 = ???,75 + 84 = 159,train
02 + 87 = ???,02 + 87 = 089,train
20 + 07 = ???,20 + 07 = 027,train
63 + 91 = ???,63 + 91 = 154,train
96 + 20 = ???,96 + 20 = 116,train
08 + 61 = ???,08 + 61 = 069,train
81 + 03 = ???,81 + 03 = 084,train
94 + 58 = ???,94 + 58 = 152,train
40 + 82 = ???,40 + 82 = 122,train
83 + 03 = ???,83 + 03 = 086,train
65 + 48 = ???,65 + 48 = 113,train
11 + 38 = ???,11 + 38 = 049,train
38 + 57 = ???,38 + 57 = 095,train
56 + 55 = ???,56 + 55 = 111,train
59 + 33 = ???,59 + 33 = 092,train
87 + 45 = ???,87 + 45 = 132,train
99 + 37 = ???,99 + 37 = 136,train
53 + 99 = ???,53 + 99 = 152,train
24 + 43 = ???,24 + 43 = 067,train
19 + 15 = ???,19 + 15 = 034,train
11 + 70 = ???,11 + 70 = 081,train
99 + 83 = ???,99 + 83 = 182,train
92 + 62 = ???,92 + 62 = 154,train
32 + 25 = ???,32 + 25 = 057,train
86 + 52 = ???,86 + 52 = 138,train
58 + 85 = ???,58 + 85 = 143,train
58 + 36 = ???,58 + 36 = 094,train
76 + 92 = ???,76 + 92 = 168,train
69 + 65 = ???,69 + 65 = 134,train
07 + 37 = ???,07 + 37 = 044,train
74 + 87 = ???,74 + 87 = 161,train
69 + 56 = ???,69 + 56 = 125,train
58 + 72 = ???,58 + 72 = 130,train
83 + 34 = ???,83 + 34 = 117,train
92 + 92 = ???,92 + 92 = 184,train
71 + 49 = ???,71 + 49 = 120,train
39 + 98 = ???,39 + 98 = 137,train
20 + 86 = ???,20 + 86 = 106,train
53 + 81 = ???,53 + 81 = 134,train
78 + 22 = ???,78 + 22 = 100,train
52 + 87 = ???,52 + 87 = 139,train
42 + 29 = ???,42 + 29 = 071,train
54 + 75 = ???,54 + 75 = 129,train
89 + 49 = ???,89 + 49 = 138,train
50 + 29 = ???,50 + 29 = 079,train
61 + 67 = ???,61 + 67 = 128,train
74 + 51 = ???,74 + 51 = 125,train
76 + 55 = ???,76 + 55 = 131,train
00 + 78 = ???,00 + 78 = 078,train
88 + 63 = ???,88 + 63 = 151,train
53 + 37 = ???,53 + 37 = 090,train
49 + 56 = ???,49 + 56 = 105,train
30 + 47 = ???,30 + 47 = 077,train
23 + 82 = ???,23 + 82 = 105,train
92 + 10 = ???,92 + 10 = 102,train
55 + 08 = ???,55 + 08 = 063,train
15 + 28 = ???,15 + 28 = 043,train
62 + 93 = ???,62 + 93 = 155,train
48 + 46 = ???,48 + 46 = 094,train
92 + 54 = ???,92 + 54 = 146,train
94 + 71 = ???,94 + 71 = 165,train
33 + 00 = ???,33 + 00 = 033,train
53 + 65 = ???,53 + 65 = 118,train
00 + 61 = ???,00 + 61 = 061,train
87 + 89 = ???,87 + 89 = 176,train
10 + 70 = ???,10 + 70 = 080,train
18 + 80 = ???,18 + 80 = 098,train
27 + 31 = ???,27 + 31 = 058,train
53 + 23 = ???,53 + 23 = 076,train
35 + 58 = ???,35 + 58 = 093,train
18 + 74 = ???,18 + 74 = 092,train
34 + 80 = ???,34 + 80 = 114,train
08 + 63 = ???,08 + 63 = 071,train
92 + 20 = ???,92 + 20 = 112,train
93 + 20 = ???,93 + 20 = 113,train
28 + 29 = ???,28 + 29 = 057,train
08 + 22 = ???,08 + 22 = 030,train
16 + 44 = ???,16 + 44 = 060,train
72 + 19 = ???,72 + 19 = 091,train
45 + 26 = ???,45 + 26 = 071,train
02 + 97 = ???,02 + 97 = 099,train
58 + 60 = ???,58 + 60 = 118,train
64 + 15 = ???,64 + 15 = 079,train
04 + 47 = ???,04 + 47 = 051,train
53 + 50 = ???,53 + 50 = 103,train
32 + 13 = ???,32 + 13 = 045,train
48 + 31 = ???,48 + 31 = 079,train
05 + 86 = ???,05 + 86 = 091,train
07 + 54 = ???,07 + 54 = 061,train
75 + 29 = ???,75 + 29 = 104,train
33 + 26 = ???,33 + 26 = 059,train
69 + 14 = ???,69 + 14 = 083,train
87 + 53 = ???,87 + 53 = 140,train
19 + 76 = ???,19 + 76 = 095,train
40 + 36 = ???,40 + 36 = 076,train
47 + 73 = ???,47 + 73 = 120,train
51 + 67 = ???,51 + 67 = 118,train
51 + 48 = ???,51 + 48 = 099,train
85 + 82 = ???,85 + 82 = 167,train
18 + 57 = ???,18 + 57 = 075,train
49 + 64 = ???,49 + 64 = 113,train
20 + 45 = ???,20 + 45 = 065,train
20 + 79 = ???,20 + 79 = 099,train
05 + 12 = ???,05 + 12 = 017,train
65 + 24 = ???,65 + 24 = 089,train
08 + 16 = ???,08 + 16 = 024,train
05 + 43 = ???,05 + 43 = 048,train
47 + 16 = ???,47 + 16 = 063,train
06 + 77 = ???,06 + 77 = 083,train
21 + 35 = ???,21 + 35 = 056,train
08 + 93 = ???,08 + 93 = 101,train
68 + 93 = ???,68 + 93 = 161,train
79 + 62 = ???,79 + 62 = 141,train
86 + 95 = ???,86 + 95 = 181,train
22 + 10 = ???,22 + 10 = 032,train
96 + 73 = ???,96 + 73 = 169,train
97 + 32 = ???,97 + 32 = 129,train
48 + 42 = ???,48 + 42 = 090,train
19 + 80 = ???,19 + 80 = 099,train
78 + 76 = ???,78 + 76 = 154,train
57 + 96 = ???,57 + 96 = 153,train
60 + 54 = ???,60 + 54 = 114,train
32 + 47 = ???,32 + 47 = 079,train
85 + 51 = ???,85 + 51 = 136,train
80 + 69 = ???,80 + 69 = 149,train
90 + 39 = ???,90 + 39 = 129,train
16 + 13 = ???,16 + 13 = 029,train
82 + 49 = ???,82 + 49 = 131,train
87 + 94 = ???,87 + 94 = 181,train
61 + 76 = ???,61 + 76 = 137,train
77 + 99 = ???,77 + 99 = 176,train
72 + 24 = ???,72 + 24 = 096,train
79 + 89 = ???,79 + 89 = 168,train
27 + 09 = ???,27 + 09 = 036,train
00 + 30 = ???,00 + 30 = 030,train
36 + 37 = ???,36 + 37 = 073,train
39 + 12 = ???,39 + 12 = 051,train
93 + 07 = ???,93 + 07 = 100,train
14 + 51 = ???,14 + 51 = 065,train
89 + 93 = ???,89 + 93 = 182,train
66 + 11 = ???,66 + 11 = 077,train
02 + 58 = ???,02 + 58 = 060,train
46 + 31 = ???,46 + 31 = 077,train
14 + 95 = ???,14 + 95 = 109,train
48 + 14 = ???,48 + 14 = 062,train
42 + 66 = ???,42 + 66 = 108,train
70 + 86 = ???,70 + 86 = 156,train
67 + 97 = ???,67 + 97 = 164,train
22 + 86 = ???,22 + 86 = 108,train
02 + 82 = ???,02 + 82 = 084,train
10 + 34 = ???,10 + 34 = 044,train
02 + 53 = ???,02 + 53 = 055,train
12 + 72 = ???,12 + 72 = 084,train
41 + 80 = ???,41 + 80 = 121,train
32 + 51 = ???,32 + 51 = 083,train
16 + 97 = ???,16 + 97 = 113,train
51 + 00 = ???,51 + 00 = 051,train
45 + 19 = ???,45 + 19 = 064,train
68 + 01 = ???,68 + 01 = 069,train
77 + 11 = ???,77 + 11 = 088,train
54 + 39 = ???,54 + 39 = 093,train
35 + 14 = ???,35 + 14 = 049,train
59 + 22 = ???,59 + 22 = 081,train
11 + 58 = ???,11 + 58 = 069,train
02 + 98 = ???,02 + 98 = 100,train
18 + 77 = ???,18 + 77 = 095,train
17 + 43 = ???,17 + 43 = 060,train
98 + 48 = ???,98 + 48 = 146,train
55 + 43 = ???,55 + 43 = 098,train
75 + 22 = ???,75 + 22 = 097,train
97 + 93 = ???,97 + 93 = 190,train
29 + 47 = ???,29 + 47 = 076,train
00 + 53 = ???,00 + 53 = 053,train
05 + 13 = ???,05 + 13 = 018,train
47 + 83 = ???,47 + 83 = 130,train
99 + 79 = ???,99 + 79 = 178,train
20 + 52 = ???,20 + 52 = 072,train
04 + 45 = ???,04 + 45 = 049,train
61 + 23 = ???,61 + 23 = 084,train
28 + 24 = ???,28 + 24 = 052,train
35 + 74 = ???,35 + 74 = 109,train
26 + 26 = ???,26 + 26 = 052,train
54 + 85 = ???,54 + 85 = 139,train
77 + 44 = ???,77 + 44 = 121,train
06 + 95 = ???,06 + 95 = 101,train
56 + 12 = ???,56 + 12 = 068,train
32 + 41 = ???,32 + 41 = 073,train
86 + 40 = ???,86 + 40 = 126,train
95 + 36 = ???,95 + 36 = 131,train
81 + 08 = ???,81 + 08 = 089,train
93 + 63 = ???,93 + 63 = 156,train
97 + 64 = ???,97 + 64 = 161,train
05 + 19 = ???,05 + 19 = 024,train
08 + 46 = ???,08 + 46 = 054,train
97 + 57 = ???,97 + 57 = 154,train
04 + 62 = ???,04 + 62 = 066,train
30 + 28 = ???,30 + 28 = 058,train
80 + 03 = ???,80 + 03 = 083,train
96 + 17 = ???,96 + 17 = 113,train
66 + 29 = ???,66 + 29 = 095,train
90 + 57 = ???,90 + 57 = 147,train
99 + 52 = ???,99 + 52 = 151,train
30 + 33 = ???,30 + 33 = 063,train
52 + 03 = ???,52 + 03 = 055,train
69 + 39 = ???,69 + 39 = 108,train
55 + 05 = ???,55 + 05 = 060,train
01 + 39 = ???,01 + 39 = 040,train
42 + 05 = ???,42 + 05 = 047,train
75 + 67 = ???,75 + 67 = 142,train
50 + 01 = ???,50 + 01 = 051,train
24 + 65 = ???,24 + 65 = 089,train
94 + 49 = ???,94 + 49 = 143,train
73 + 64 = ???,73 + 64 = 137,train
49 + 12 = ???,49 + 12 = 061,train
93 + 32 = ???,93 + 32 = 125,train
32 + 61 = ???,32 + 61 = 093,train
33 + 82 = ???,33 + 82 = 115,train
13 + 13 = ???,13 + 13 = 026,train
36 + 55 = ???,36 + 55 = 091,train
09 + 73 = ???,09 + 73 = 082,train
86 + 11 = ???,86 + 11 = 097,train
76 + 52 = ???,76 + 52 = 128,train
78 + 21 = ???,78 + 21 = 099,train
40 + 43 = ???,40 + 43 = 083,train
00 + 23 = ???,00 + 23 = 023,train
58 + 78 = ???,58 + 78 = 136,train
53 + 63 = ???,53 + 63 = 116,train
79 + 85 = ???,79 + 85 = 164,train
77 + 23 = ???,77 + 23 = 100,train
30 + 21 = ???,30 + 21 = 051,train
29 + 99 = ???,29 + 99 = 128,train
72 + 74 = ???,72 + 74 = 146,train
75 + 06 = ???,75 + 06 = 081,train
20 + 64 = ???,20 + 64 = 084,train
66 + 70 = ???,66 + 70 = 136,train
12 + 07 = ???,12 + 07 = 019,train
36 + 45 = ???,36 + 45 = 081,train
82 + 54 = ???,82 + 54 = 136,train
17 + 80 = ???,17 + 80 = 097,train
99 + 25 = ???,99 + 25 = 124,train
96 + 29 = ???,96 + 29 = 125,train
21 + 60 = ???,21 + 60 = 081,train
65 + 07 = ???,65 + 07 = 072,train
98 + 04 = ???,98 + 04 = 102,train
41 + 70 = ???,41 + 70 = 111,train
48 + 26 = ???,48 + 26 = 074,train
37 + 83 = ???,37 + 83 = 120,train
88 + 80 = ???,88 + 80 = 168,train
33 + 53 = ???,33 + 53 = 086,train
73 + 68 = ???,73 + 68 = 141,train
57 + 53 = ???,57 + 53 = 110,train
47 + 29 = ???,47 + 29 = 076,train
05 + 82 = ???,05 + 82 = 087,train
23 + 87 = ???,23 + 87 = 110,train
71 + 52 = ???,71 + 52 = 123,train
82 + 65 = ???,82 + 65 = 147,train
89 + 66 = ???,89 + 66 = 155,train
93 + 93 = ???,93 + 93 = 186,train
39 + 15 = ???,39 + 15 = 054,train
62 + 56 = ???,62 + 56 = 118,train
60 + 97 = ???,60 + 97 = 157,train
68 + 98 = ???,68 + 98 = 166,train
06 + 23 = ???,06 + 23 = 029,train
16 + 24 = ???,16 + 24 = 040,train
31 + 95 = ???,31 + 95 = 126,train
31 + 86 = ???,31 + 86 = 117,train
62 + 36 = ???,62 + 36 = 098,train
95 + 95 = ???,95 + 95 = 190,train
65 + 95 = ???,65 + 95 = 160,train
98 + 86 = ???,98 + 86 = 184,train
67 + 89 = ???,67 + 89 = 156,train
58 + 01 = ???,58 + 01 = 059,train
24 + 38 = ???,24 + 38 = 062,train
04 + 99 = ???,04 + 99 = 103,train
04 + 31 = ???,04 + 31 = 035,train
23 + 21 = ???,23 + 21 = 044,train
63 + 76 = ???,63 + 76 = 139,train
93 + 94 = ???,93 + 94 = 187,train
26 + 27 = ???,26 + 27 = 053,train
54 + 91 = ???,54 + 91 = 145,train
59 + 64 = ???,59 + 64 = 123,train
27 + 56 = ???,27 + 56 = 083,train
16 + 53 = ???,16 + 53 = 069,train
66 + 48 = ???,66 + 48 = 114,train
44 + 46 = ???,44 + 46 = 090,train
72 + 82 = ???,72 + 82 = 154,train
40 + 91 = ???,40 + 91 = 131,train
83 + 79 = ???,83 + 79 = 162,train
56 + 27 = ???,56 + 27 = 083,train
44 + 18 = ???,44 + 18 = 062,train
80 + 08 = ???,80 + 08 = 088,train
85 + 19 = ???,85 + 19 = 104,train
71 + 62 = ???,71 + 62 = 133,train
50 + 04 = ???,50 + 04 = 054,train
33 + 48 = ???,33 + 48 = 081,train
82 + 04 = ???,82 + 04 = 086,train
15 + 65 = ???,15 + 65 = 080,train
79 + 08 = ???,79 + 08 = 087,train
53 + 80 = ???,53 + 80 = 133,train
85 + 70 = ???,85 + 70 = 155,train
57 + 57 = ???,57 + 57 = 114,train
93 + 56 = ???,93 + 56 = 149,train
16 + 25 = ???,16 + 25 = 041,train
64 + 62 = ???,64 + 62 = 126,train
92 + 12 = ???,92 + 12 = 104,train
47 + 74 = ???,47 + 74 = 121,train
88 + 64 = ???,88 + 64 = 152,train
78 + 11 = ???,78 + 11 = 089,train
07 + 04 = ???,07 + 04 = 011,train
96 + 39 = ???,96 + 39 = 135,train
20 + 22 = ???,20 + 22 = 042,train
91 + 82 = ???,91 + 82 = 173,train
41 + 83 = ???,41 + 83 = 124,train
35 + 92 = ???,35 + 92 = 127,train
31 + 07 = ???,31 + 07 = 038,train
05 + 17 = ???,05 + 17 = 022,train
14 + 93 = ???,14 + 93 = 107,train
73 + 99 = ???,73 + 99 = 172,train
23 + 17 = ???,23 + 17 = 040,train
41 + 39 = ???,41 + 39 = 080,train
96 + 66 = ???,96 + 66 = 162,train
82 + 70 = ???,82 + 70 = 152,train
92 + 21 = ???,92 + 21 = 113,train
84 + 38 = ???,84 + 38 = 122,train
29 + 96 = ???,29 + 96 = 125,train
32 + 93 = ???,32 + 93 = 125,train
12 + 19 = ???,12 + 19 = 031,train
37 + 87 = ???,37 + 87 = 124,train
62 + 85 = ???,62 + 85 = 147,train
24 + 96 = ???,24 + 96 = 120,train
30 + 39 = ???,30 + 39 = 069,train
57 + 65 = ???,57 + 65 = 122,train
50 + 75 = ???,50 + 75 = 125,train
92 + 16 = ???,92 + 16 = 108,train
42 + 72 = ???,42 + 72 = 114,train
73 + 19 = ???,73 + 19 = 092,train
58 + 92 = ???,58 + 92 = 150,train
39 + 19 = ???,39 + 19 = 058,train
74 + 02 = ???,74 + 02 = 076,train
97 + 53 = ???,97 + 53 = 150,train
86 + 92 = ???,86 + 92 = 178,train
61 + 88 = ???,61 + 88 = 149,train
42 + 85 = ???,42 + 85 = 127,train
58 + 29 = ???,58 + 29 = 087,train
13 + 09 = ???,13 + 09 = 022,train
62 + 12 = ???,62 + 12 = 074,train
02 + 23 = ???,02 + 23 = 025,train
29 + 85 = ???,29 + 85 = 114,train
59 + 27 = ???,59 + 27 = 086,train
68 + 14 = ???,68 + 14 = 082,train
36 + 64 = ???,36 + 64 = 100,train
75 + 32 = ???,75 + 32 = 107,train
43 + 78 = ???,43 + 78 = 121,train
13 + 56 = ???,13 + 56 = 069,train
61 + 66 = ???,61 + 66 = 127,train
93 + 90 = ???,93 + 90 = 183,train
77 + 81 = ???,77 + 81 = 158,train
13 + 01 = ???,13 + 01 = 014,train
04 + 86 = ???,04 + 86 = 090,train
80 + 42 = ???,80 + 42 = 122,train
39 + 51 = ???,39 + 51 = 090,train
68 + 18 = ???,68 + 18 = 086,train
87 + 55 = ???,87 + 55 = 142,train
29 + 22 = ???,29 + 22 = 051,train
03 + 87 = ???,03 + 87 = 090,train
67 + 17 = ???,67 + 17 = 084,train
45 + 41 = ???,45 + 41 = 086,train
59 + 81 = ???,59 + 81 = 140,train
46 + 19 = ???,46 + 19 = 065,train
82 + 02 = ???,82 + 02 = 084,train
47 + 89 = ???,47 + 89 = 136,train
85 + 58 = ???,85 + 58 = 143,train
12 + 47 = ???,12 + 47 = 059,train
13 + 93 = ???,13 + 93 = 106,train
08 + 87 = ???,08 + 87 = 095,train
91 + 25 = ???,91 + 25 = 116,train
15 + 47 = ???,15 + 47 = 062,train
04 + 54 = ???,04 + 54 = 058,train
28 + 36 = ???,28 + 36 = 064,train
54 + 51 = ???,54 + 51 = 105,train
32 + 98 = ???,32 + 98 = 130,train
44 + 36 = ???,44 + 36 = 080,train
94 + 20 = ???,94 + 20 = 114,train
17 + 10 = ???,17 + 10 = 027,train
28 + 78 = ???,28 + 78 = 106,train
93 + 92 = ???,93 + 92 = 185,train
80 + 68 = ???,80 + 68 = 148,train
12 + 37 = ???,12 + 37 = 049,train
19 + 30 = ???,19 + 30 = 049,train
96 + 08 = ???,96 + 08 = 104,train
41 + 62 = ???,41 + 62 = 103,train
86 + 13 = ???,86 + 13 = 099,train
66 + 19 = ???,66 + 19 = 085,train
80 + 36 = ???,80 + 36 = 116,train
96 + 70 = ???,96 + 70 = 166,train
85 + 03 = ???,85 + 03 = 088,train
87 + 00 = ???,87 + 00 = 087,train
71 + 17 = ???,71 + 17 = 088,train
80 + 13 = ???,80 + 13 = 093,train
24 + 68 = ???,24 + 68 = 092,train
65 + 26 = ???,65 + 26 = 091,train
70 + 24 = ???,70 + 24 = 094,train
28 + 92 = ???,28 + 92 = 120,train
98 + 76 = ???,98 + 76 = 174,train
79 + 58 = ???,79 + 58 = 137,train
05 + 87 = ???,05 + 87 = 092,train
62 + 13 = ???,62 + 13 = 075,train
04 + 16 = ???,04 + 16 = 020,train
78 + 66 = ???,78 + 66 = 144,train
67 + 66 = ???,67 + 66 = 133,train
12 + 09 = ???,12 + 09 = 021,train
08 + 37 = ???,08 + 37 = 045,train
22 + 20 = ???,22 + 20 = 042,train
98 + 85 = ???,98 + 85 = 183,train
85 + 33 = ???,85 + 33 = 118,train
39 + 30 = ???,39 + 30 = 069,train
80 + 17 = ???,80 + 17 = 097,train
99 + 72 = ???,99 + 72 = 171,train
22 + 90 = ???,22 + 90 = 112,train
57 + 01 = ???,57 + 01 = 058,train
04 + 13 = ???,04 + 13 = 017,train
07 + 87 = ???,07 + 87 = 094,train
21 + 48 = ???,21 + 48 = 069,train
10 + 10 = ???,10 + 10 = 020,train
17 + 74 = ???,17 + 74 = 091,train
38 + 65 = ???,38 + 65 = 103,train
14 + 81 = ???,14 + 81 = 095,train
21 + 19 = ???,21 + 19 = 040,train
68 + 86 = ???,68 + 86 = 154,train
36 + 51 = ???,36 + 51 = 087,train
56 + 09 = ???,56 + 09 = 065,train
66 + 89 = ???,66 + 89 = 155,train
86 + 27 = ???,86 + 27 = 113,train
12 + 95 = ???,12 + 95 = 107,train
62 + 60 = ???,62 + 60 = 122,train
33 + 05 = ???,33 + 05 = 038,train
39 + 97 = ???,39 + 97 = 136,train
94 + 37 = ???,94 + 37 = 131,train
01 + 65 = ???,01 + 65 = 066,train
97 + 01 = ???,97 + 01 = 098,train
28 + 07 = ???,28 + 07 = 035,train
07 + 62 = ???,07 + 62 = 069,train
77 + 18 = ???,77 + 18 = 095,train
82 + 50 = ???,82 + 50 = 132,train
10 + 25 = ???,10 + 25 = 035,train
93 + 09 = ???,93 + 09 = 102,train
13 + 06 = ???,13 + 06 = 019,train
05 + 04 = ???,05 + 04 = 009,train
62 + 54 = ???,62 + 54 = 116,train
63 + 19 = ???,63 + 19 = 082,train
90 + 80 = ???,90 + 80 = 170,train
13 + 61 = ???,13 + 61 = 074,train
45 + 60 = ???,45 + 60 = 105,train
96 + 69 = ???,96 + 69 = 165,train
14 + 44 = ???,14 + 44 = 058,train
79 + 23 = ???,79 + 23 = 102,train
87 + 52 = ???,87 + 52 = 139,train
90 + 91 = ???,90 + 91 = 181,train
37 + 16 = ???,37 + 16 = 053,train
32 + 10 = ???,32 + 10 = 042,train
41 + 02 = ???,41 + 02 = 043,train
80 + 02 = ???,80 + 02 = 082,train
24 + 22 = ???,24 + 22 = 046,train
15 + 26 = ???,15 + 26 = 041,train
59 + 11 = ???,59 + 11 = 070,train
62 + 92 = ???,62 + 92 = 154,train
58 + 28 = ???,58 + 28 = 086,train
61 + 69 = ???,61 + 69 = 130,train
05 + 33 = ???,05 + 33 = 038,train
98 + 06 = ???,98 + 06 = 104,train
17 + 54 = ???,17 + 54 = 071,train
28 + 52 = ???,28 + 52 = 080,train
84 + 47 = ???,84 + 47 = 131,train
09 + 56 = ???,09 + 56 = 065,train
09 + 83 = ???,09 + 83 = 092,train
19 + 13 = ???,19 + 13 = 032,train
36 + 17 = ???,36 + 17 = 053,train
77 + 46 = ???,77 + 46 = 123,train
12 + 15 = ???,12 + 15 = 027,train
47 + 66 = ???,47 + 66 = 113,train
64 + 57 = ???,64 + 57 = 121,train
83 + 18 = ???,83 + 18 = 101,train
10 + 04 = ???,10 + 04 = 014,train
83 + 77 = ???,83 + 77 = 160,train
52 + 99 = ???,52 + 99 = 151,train
39 + 14 = ???,39 + 14 = 053,train
66 + 45 = ???,66 + 45 = 111,train
65 + 29 = ???,65 + 29 = 094,train
92 + 46 = ???,92 + 46 = 138,train
84 + 88 = ???,84 + 88 = 172,train
47 + 77 = ???,47 + 77 = 124,train
32 + 43 = ???,32 + 43 = 075,train
35 + 69 = ???,35 + 69 = 104,train
43 + 13 = ???,43 + 13 = 056,train
59 + 82 = ???,59 + 82 = 141,train
86 + 48 = ???,86 + 48 = 134,train
55 + 58 = ???,55 + 58 = 113,train
36 + 00 = ???,36 + 00 = 036,train
82 + 19 = ???,82 + 19 = 101,train
10 + 48 = ???,10 + 48 = 058,train
52 + 57 = ???,52 + 57 = 109,train
52 + 20 = ???,52 + 20 = 072,train
16 + 26 = ???,16 + 26 = 042,train
41 + 54 = ???,41 + 54 = 095,train
73 + 98 = ???,73 + 98 = 171,train
31 + 69 = ???,31 + 69 = 100,train
42 + 82 = ???,42 + 82 = 124,train
13 + 70 = ???,13 + 70 = 083,train
56 + 45 = ???,56 + 45 = 101,train
65 + 89 = ???,65 + 89 = 154,train
20 + 46 = ???,20 + 46 = 066,train
77 + 68 = ???,77 + 68 = 145,train
56 + 22 = ???,56 + 22 = 078,train
44 + 66 = ???,44 + 66 = 110,train
77 + 54 = ???,77 + 54 = 131,train
86 + 58 = ???,86 + 58 = 144,train
41 + 63 = ???,41 + 63 = 104,train
87 + 86 = ???,87 + 86 = 173,train
70 + 15 = ???,70 + 15 = 085,train
85 + 45 = ???,85 + 45 = 130,train
31 + 20 = ???,31 + 20 = 051,train
18 + 09 = ???,18 + 09 = 027,train
00 + 82 = ???,00 + 82 = 082,train
29 + 36 = ???,29 + 36 = 065,train
02 + 83 = ???,02 + 83 = 085,train
83 + 92 = ???,83 + 92 = 175,train
85 + 15 = ???,85 + 15 = 100,train
88 + 50 = ???,88 + 50 = 138,train
34 + 51 = ???,34 + 51 = 085,train
93 + 40 = ???,93 + 40 = 133,train
46 + 34 = ???,46 + 34 = 080,train
97 + 12 = ???,97 + 12 = 109,train
37 + 20 = ???,37 + 20 = 057,train
72 + 08 = ???,72 + 08 = 080,train
13 + 87 = ???,13 + 87 = 100,train
76 + 51 = ???,76 + 51 = 127,train
14 + 66 = ???,14 + 66 = 080,train
41 + 16 = ???,41 + 16 = 057,train
26 + 51 = ???,26 + 51 = 077,train
66 + 75 = ???,66 + 75 = 141,train
61 + 25 = ???,61 + 25 = 086,train
38 + 92 = ???,38 + 92 = 130,train
27 + 53 = ???,27 + 53 = 080,train
89 + 75 = ???,89 + 75 = 164,train
59 + 59 = ???,59 + 59 = 118,train
60 + 82 = ???,60 + 82 = 142,train
27 + 00 = ???,27 + 00 = 027,train
49 + 75 = ???,49 + 75 = 124,train
07 + 84 = ???,07 + 84 = 091,train
20 + 27 = ???,20 + 27 = 047,train
90 + 52 = ???,90 + 52 = 142,train
17 + 57 = ???,17 + 57 = 074,train
52 + 08 = ???,52 + 08 = 060,train
61 + 08 = ???,61 + 08 = 069,train
16 + 71 = ???,16 + 71 = 087,train
84 + 69 = ???,84 + 69 = 153,train
30 + 27 = ???,30 + 27 = 057,train
06 + 02 = ???,06 + 02 = 008,train
61 + 18 = ???,61 + 18 = 079,train
78 + 65 = ???,78 + 65 = 143,train
80 + 94 = ???,80 + 94 = 174,train
61 + 83 = ???,61 + 83 = 144,train
85 + 01 = ???,85 + 01 = 086,train
66 + 98 = ???,66 + 98 = 164,train
93 + 81 = ???,93 + 81 = 174,train
54 + 53 = ???,54 + 53 = 107,train
18 + 49 = ???,18 + 49 = 067,train
61 + 46 = ???,61 + 46 = 107,train
95 + 07 = ???,95 + 07 = 102,train
95 + 44 = ???,95 + 44 = 139,train
97 + 52 = ???,97 + 52 = 149,train
48 + 50 = ???,48 + 50 = 098,train
67 + 84 = ???,67 + 84 = 151,train
22 + 21 = ???,22 + 21 = 043,train
62 + 22 = ???,62 + 22 = 084,train
61 + 34 = ???,61 + 34 = 095,train
86 + 65 = ???,86 + 65 = 151,train
11 + 14 = ???,11 + 14 = 025,train
60 + 24 = ???,60 + 24 = 084,train
64 + 80 = ???,64 + 80 = 144,train
35 + 56 = ???,35 + 56 = 091,train
01 + 73 = ???,01 + 73 = 074,train
31 + 25 = ???,31 + 25 = 056,train
54 + 78 = ???,54 + 78 = 132,train
12 + 23 = ???,12 + 23 = 035,train
52 + 90 = ???,52 + 90 = 142,train
05 + 56 = ???,05 + 56 = 061,train
44 + 51 = ???,44 + 51 = 095,train
31 + 93 = ???,31 + 93 = 124,train
51 + 07 = ???,51 + 07 = 058,train
22 + 01 = ???,22 + 01 = 023,train
73 + 51 = ???,73 + 51 = 124,train
92 + 65 = ???,92 + 65 = 157,train
80 + 23 = ???,80 + 23 = 103,train
13 + 41 = ???,13 + 41 = 054,train
99 + 94 = ???,99 + 94 = 193,train
85 + 44 = ???,85 + 44 = 129,train
06 + 75 = ???,06 + 75 = 081,train
